Acelerometroy;Acelerometroz;Giroscopiox;Giroscopioy;Giroscopioz;Magnetometrox;Magnetometroy;Magnetometroz;Actividades
31190596;1484618;0.11301007;11108584;-0.40439278;72599998;-47219997;4.44;Downstairs
51484914;23018389;-0.003359759;12709051;-0.3463606;6.48;-47219997;47999997;Downstairs
9765789;30645783;-0.1160644;12272283;-0.001221731;6.18;-47219997;4.92;Downstairs
18087822;196133;-0.061391957;11264355;0.32253686;58799996;-47.16;5.16;Downstairs
1643976;74639506;-0.22937989;10861185;10152581;5.64;-47039997;5.46;Downstairs
16644066;7000859;11664472;23985624;0.1695151;47999997;-46.92;5.7;Downstairs
15731502;3445948;1196685;34828482;-0.00702495;43199997;-46.86;6;Downstairs
13511385;-0.027240695;0.4859433;34440582;-0.12889257;3.54;-46379997;6.48;Downstairs
11699879;-0.24516626;-0.03390302;26456573;-0.08460484;3.3;-46.5;6.6;Downstairs
75456724;0.43585113;-0.19456059;15271631;-0.09896017;2.82;-46079998;68999996;Downstairs
5529861;0.8580819;-0.23640485;11976013;-0.17989981;2.58;-46079998;6.96;Downstairs
5529861;0.8580819;-0.26267207;11154399;-0.21044308;2.58;-46079998;6.96;Downstairs
17025435;0.84446156;-0.4596761;11548407;-0.13133603;2.34;-45899998;7.14;Downstairs
-0.980665;0.7627395;-0.66614854;11447614;0.005497787;21599998;-45.78;7.14;Downstairs
-2070293;0.46309182;-0.766025;11682798;0.065973446;19799999;-45.6;7.08;Downstairs
-0.44947147;0.013620348;-0.93554014;14883732;0.3051272;13199999;-45239998;6.6;Downstairs
22473574;-0.21792556;-0.90224797;15372424;0.42577308;0.96;-45239998;63599997;Downstairs
626536;-0.87170225;-0.8384125;11319333;0.42852196;0.65999997;-45059998;6;Downstairs
12639683;-28602731;-0.8765916;0.5552765;0.45112398;0.35999998;-45059998;58199997;Downstairs
17829035;-18387469;-10772609;0.33383787;0.5729916;0.29999998;-44879997;5.4;Downstairs
1957244;-11577295;-0.43982297;0.06261369;0.8491027;0.12;-44.76;48599997;Downstairs
17815414;-0.3677494;-0.13958271;0.029321533;0.91629785;-0.17999999;-44.64;4.2;Downstairs
125579605;0.87170225;0.21533;-0.15668693;0.79473567;-0.48;-44579998;3.6;Downstairs
11059722;0.7899802;0.2134974;-0.7641924;0.54153204;-11999999;-44219997;2.46;Downstairs
9779409;13211738;-0.019547688;-11530081;0.3368922;-1.62;-44.1;1.92;Downstairs
743671;2669588;-0.13713925;-10778717;0.3051272;-23999999;-43.62;0.9;Downstairs
666035;27649305;0.07147124;-0.91415983;0.13500121;-28799999;-43.62;0.48;Downstairs
45219555;23699405;0.28191432;-0.9126327;-0.2003638;-3.36;-43379997;0.06;Downstairs
31054392;18387469;0.26389378;-0.57451874;-0.5198463;-36599998;-43.2;-0.59999996;Downstairs
3173541;14982382;0.13927728;0.26847526;-0.6569856;-3.72;-43.02;-0.96;Downstairs
5611583;16616824;-0.019242255;11276573;-0.49388456;-3.72;-42.96;-1.26;Downstairs
11836082;18523673;0.116980694;22180517;0.36102137;-38999999;-42719997;-14399999;Downstairs
19041246;0.54481393;0.15515977;31682527;1174083;-4.14;-42.66;-1.62;Downstairs
14274124;56252036;13765849;32623258;0.36285394;-4.2;-42.54;-1.8;Downstairs
13375181;22882185;16615535;25326474;0.20616703;-43199997;-42.6;-1.92;Downstairs
9575105;0.9125633;0.43890667;12944235;0.03848451;-4.2;-42.54;-21599998;Downstairs
87034025;1334794;-0.43157628;-0.5992588;0.06872234;-4.14;-42.54;-2.22;Downstairs
8117727;13892754;-0.573297;-0.9966267;-0.030543262;-4.02;-42.36;-2.34;Downstairs
7327747;11985906;-0.55833083;-0.97494096;-0.23457226;-39599998;-42.48;-23999999;Downstairs
6864655;0.61291564;-0.3032946;-0.058643065;-0.14660765;-3.72;-42719997;-2.58;Downstairs
65650077;10351465;-0.08674286;0.49388456;0.08979719;-3.84;-42.84;-26399999;Downstairs
64151835;10215261;0.06352998;0.98440933;0.40958515;-38999999;-42.84;-2.82;Downstairs
62789803;0.9125633;-0.009773844;13799446;0.64599;-42599998;-43.2;-3.12;Downstairs
5529861;13892754;-0.2666427;18344283;0.623388;-43199997;-43.2;-34199998;Downstairs
29556155;26151068;-0.4364632;2946814;0.27030787;-4.56;-43.26;-36599998;Downstairs
29419951;16208214;-0.2779437;3340822;0.12370021;-4.62;-43.26;-3.84;Downstairs
9479762;-39499009;0.03970624;40824122;-0.057726767;-4.68;-43.32;-4.08;Downstairs
1487342;-74503303;-0.058643065;4725043;0.0421497;-4.56;-43.26;-4.5;Downstairs
19449856;-9724928;-0.42546764;4742452;0.8078693;-4.44;-43.26;-5.4;Downstairs
19517958;-5366417;-0.41233405;31676416;0.37140608;-4.38;-43379997;-58199997;Downstairs
19517958;-14028958;0.089491755;17009543;0.21655174;-43199997;-43.5;-62999997;Downstairs
16698545;-0.54481393;-0.10598512;1409877;0.101098195;-4.44;-43.62;-73199997;Downstairs
15418234;0.44947147;-0.20677789;1391551;0.004581489;-4.44;-43.68;-79199996;Downstairs
1292571;0.35412905;-0.035430185;0.9483683;-0.35155296;-4.38;-43.62;-8.34;Downstairs
10691973;0.55843425;-0.030543262;0.39400807;-0.4615087;-4.38;-43.8;-8.76;Downstairs
7205164;-0.87170225;-0.11362094;-0.083383106;-0.7089091;-4.14;-43.86;-9.66;Downstairs
5638824;-25742457;-0.13897185;0.06566802;-0.6805039;-38999999;-44.16;-9.96;Downstairs
46445384;-392266;-0.26725355;10558805;-0.22632557;-3.6;-44.28;-10.38;Downstairs
44947147;-273769;-0.40866885;1488984;0.1282817;-3.06;-44.64;-11.16;Downstairs
4971427;-17706453;-0.41813725;0.94806284;0.39003745;-28799999;-44.76;-11.4;Downstairs
60882955;-0.6810174;-0.48624873;-0.03726278;0.52534413;-2.76;-45059998;-11639999;Downstairs
60882955;-0.6810174;-0.45234573;-0.6432411;0.7861836;-2.76;-45059998;-11639999;Downstairs
12408136;22882185;-0.3182608;-0.93431836;0.5626069;-2.76;-45.18;-11.82;Downstairs
11659018;41542063;0.1133155;0.040011674;-0.015882496;-2.76;-45239998;-12;Downstairs
10678352;33642259;0.2950479;0.691194;-0.19150625;-2.82;-45239998;-12.24;Downstairs
11236787;0.027240695;0.3454443;15421293;-0.20280726;-3;-45239998;-12.3;Downstairs
10773695;0.027240695;-0.022296581;13368785;-0.040317107;-31799998;-45.48;-12.3;Downstairs
9888372;-0.9125633;-0.07391469;0.52534413;0.09865474;-3.06;-45.48;-12.36;Downstairs
9370799;-1253072;-0.09590584;-0.15241088;0.15363261;-3.06;-45539997;-12.54;Downstairs
77363577;-12803127;-0.04520403;-0.47250426;0.16554448;-34199998;-45.6;-12599999;Downstairs
7246025;-0.7491191;0.08979719;-0.54702985;0.14660765;-3.48;-45.48;-12.84;Downstairs
73549876;-0.013620348;0.20311269;-0.5519168;0.055588737;-36599998;-45539997;-12.84;Downstairs
8390134;0.53119355;0.21899518;-0.5757405;-0.09560041;-43199997;-45.42;-12.96;Downstairs
8757884;0.8036005;0.17806722;-0.5552765;-0.2761111;-4.56;-45.66;-12.84;Downstairs
8907707;0.6810174;0.094989546;-0.36346483;-0.41996986;-4.74;-45.66;-12.9;Downstairs
9343558;0.38136974;0.02443461;0.2519819;-0.5751296;-52799997;-45719997;-130199995;Downstairs
9234595;0.14982383;-0.02321288;0.7489208;-0.62888575;-52799997;-45.84;-130199995;Downstairs
8730643;0.06810174;-0.07544186;11701124;-0.6264423;-52799997;-45.84;-12.96;Downstairs
78998017;-0.013620348;-0.10629055;14049901;-0.55741453;-5.1;-45899998;-13.38;Downstairs
8580819;-0.54481393;-0.14446963;1462106;-0.38606682;-48599997;-46.02;-13559999;Downstairs
9166494;0.095342435;-0.22571471;13997977;-0.32925636;-4.68;-45.84;-13.74;Downstairs
8866846;0.7763598;-0.46761733;0.86009824;-0.21563543;-4.38;-45.78;-14.04;Downstairs
8390134;0.89894295;-0.39614612;0.30757064;-0.23548855;-43199997;-45.66;-14.28;Downstairs
58976107;0.7491191;-0.30787608;0.14721853;-0.30879238;-3.72;-45.3;-15059999;Downstairs
4167826;0.7899802;-0.2724459;0.20861048;-0.36163223;-34199998;-45.18;-15.42;Downstairs
15390993;11168685;-0.2855795;0.8167268;-0.6444628;-3.06;-45;-15.9;Downstairs
-2315459;-10079057;-0.43585235;11239921;-0.9294315;-2.22;-44.46;-16.74;Downstairs
-3214402;-24516625;-0.86009824;16071864;-0.890947;-1.74;-44399998;-17.22;Downstairs
-0.8036005;-27785509;-10454959;2082745;-0.35094208;-0.53999996;-43.98;-18.18;Downstairs
42223077;-35549107;-0.5879578;1894904;0.21074851;0.12;-43.62;-18.66;Downstairs
1254434;-46445384;-0.021685716;0.7467828;0.44348818;0.53999996;-43559998;-19.26;Downstairs
19082108;-7600154;-0.08246681;0.6743952;0.75655663;0.84;-43.5;-19.74;Downstairs
19504337;-15118586;0.32895094;0.9263771;12461652;1.56;-43379997;-20.58;Downstairs
19381754;48897047;0.6453791;0.7125743;12363913;1.86;-43.5;-20699999;Downstairs
19381754;48897047;0.9923506;-12767084;0.3115413;1.86;-43.5;-20699999;Downstairs
11032481;17842655;0.29443705;-11313224;0.052534413;2.1;-43.86;-20.82;Downstairs
73413672;-0.7354988;-0.1685988;-0.6649268;-0.062002823;2.1;-44.04;-20.88;Downstairs
6115536;-15118586;-0.13347405;-1033584;-0.2657264;2.1;-44.34;-20.82;Downstairs
5325556;-17978859;-0.05100725;-13429873;-0.25289822;2.04;-44.52;-20.88;Downstairs
32280223;-0.313268;-0.022602014;-1196685;-0.14569137;1.74;-45.3;-20699999;Downstairs
19340894;0.626536;-0.071776666;-12278391;-0.11911872;1.5;-45.42;-20.34;Downstairs
19340894;0.626536;-0.092240654;-11633929;-0.19058995;1.5;-45.42;-20.34;Downstairs
32416427;13484144;-0.19303341;-0.6963864;-0.26053402;0.59999996;-46.14;-19.92;Downstairs
6183638;21383946;-0.172264;-0.33964106;-0.1142318;0.12;-46559998;-19439999;Downstairs
11536434;28875136;-0.033292156;0.16340645;0.3042109;-0.42;-46.8;-19.08;Downstairs
19449856;4576437;-0.029626964;14037683;12470814;-11999999;-47399998;-18119999;Downstairs
18060581;68374147;0.68019843;2291661;0.66339964;-1.74;-47.76;-17699999;Downstairs
17161638;4903325;131672;22702806;0.47586402;-2.28;-47.94;-17.4;Downstairs
12271934;0.9125633;0.18967366;20693061;0.040317107;-3.24;-48.3;-16.44;Downstairs
9684067;13756552;-0.093462385;14010195;-0.15424347;-3.48;-48539997;-16.02;Downstairs
78998017;0.95342433;-0.06352998;12538009;-0.32650748;-3.78;-48.66;-15719999;Downstairs
52574544;0.50395286;0.011911872;1350623;-0.39736784;-4.02;-48.78;-15299999;Downstairs
52574544;0.50395286;-0.003665192;12296717;-0.3371976;-4.02;-48.78;-15299999;Downstairs
26832085;0.6401563;-0.25900686;0.9630291;-0.2434298;-43199997;-48.78;-15;Downstairs
-29419951;-0.8036005;-0.66798115;0.8228355;0.03145956;-4.68;-49.2;-14639999;Downstairs
-3445948;-11032481;-0.9294315;10690142;0.4905248;-4.74;-49.2;-14.4;Downstairs
-13892754;-12122109;-0.8216137;14944818;0.90041536;-5.1;-49.14;-14.34;Downstairs
38954194;-35821514;-0.55924714;13723087;10412198;-5.22;-49.02;-14.4;Downstairs
13307079;-6006573;-0.6056729;0.8491027;1026559;-5.4;-48.84;-14.58;Downstairs
13307079;-6006573;-0.84513205;0.43493605;15048665;-5.4;-48.84;-14.58;Downstairs
19477097;-38954194;-0.3811799;0.074830994;14172074;-57599998;-48.78;-14759999;Downstairs
1916383;0.29964766;0.16493362;-0.19456059;13799446;-6.42;-48.12;-15.12;Downstairs
15976667;13620348;0.04062254;-1258077;10726794;-67799997;-47879997;-15.36;Downstairs
11250407;16208214;-0.47891834;-26578746;0.61453044;-7.98;-47.1;-16.02;Downstairs
6742072;-0.3677494;-0.54092115;-26422975;0.5299256;-7.98;-47.1;-16.02;Downstairs
4930566;-0.667397;-0.33444872;-21887302;0.24037547;-9.48;-46379997;-16.5;Downstairs
46445384;-0.5720546;0.21380283;-0.7910705;0.003970624;-10.26;-45.96;-16.56;Downstairs
4576437;-0.5720546;0.26297748;-0.3463606;0.06383542;-11.04;-45.48;-16619999;Downstairs
29964764;0.7491191;-0.03359759;0.6939429;-0.014355334;-12599999;-44879997;-16.8;Downstairs
2152015;17297841;-0.19242255;10989466;-0.19242255;-13.32;-44579998;-16859999;Downstairs
2547005;23426998;-0.2452624;10387764;-0.2611449;-14.04;-44219997;-16859999;Downstairs
14982383;34595683;-0.204029;0.66675943;-0.25228736;-15179999;-43739998;-16.92;Downstairs
18959524;0.8308412;0.15210545;0.41813725;0.32711834;-15599999;-43379997;-16.92;Downstairs
19449856;38954194;-0.2660318;11297953;-0.33078352;-15.96;-43.26;-16.98;Downstairs
18659876;4739881;0.6365216;16249015;-0.16920967;-16.08;-43079998;-17039999;Downstairs
146827345;0.14982383;1385137;28463266;0.16462818;-16.08;-43079998;-17039999;Downstairs
12353656;-10215261;0.39675698;23087652;-0.01863139;-15.78;-43079998;-17.16;Downstairs
1174074;-0.2860273;-0.084910266;0.47311515;-0.1423316;-15.48;-43079998;-17279999;Downstairs
10446807;16753027;-0.4529566;-11129965;-0.39736784;-14639999;-43.14;-17.46;Downstairs
9670447;1879608;-0.5681047;-1616044;-0.48441613;-14219999;-43.2;-17.82;Downstairs
7600154;15799603;-0.44226643;-12452488;-0.43371433;-13.44;-43.32;-18.3;Downstairs
5570722;14573772;-0.14202617;-0.5207626;-0.38056904;-13.08;-43379997;-18.42;Downstairs
24380422;16753027;0.20525073;0.095294975;-0.34055737;-12.3;-43.5;-18779999;Downstairs
-0.44947147;2547005;0.093462385;0.8604037;-0.38759398;-11.82;-43.62;-18.9;Downstairs
-24789033;31599207;-0.12339478;10983357;-0.42913285;-11.4;-43.8;-19.08;Downstairs
-4576437;15935807;-0.625526;11221595;-0.5546656;-10.92;-43.86;-19.32;Downstairs
-42086873;-13211738;-11389582;14193454;-0.3933972;-10.5;-43.86;-19.32;Downstairs
-18659877;-14573772;-10216721;2116648;-0.15668693;-9.9;-43.8;-19619999;Downstairs
9043911;-31599207;-0.7498371;22828035;-0.011301007;-8.82;-43559998;-20.22;Downstairs
19517958;-0.50395286;-0.88117313;0.51251596;16019942;-72599998;-43379997;-21119999;Downstairs
19517958;-0.50395286;-0.88117313;0.51251596;16019942;-72599998;-43379997;-21119999;Downstairs
19517958;-0.50395286;-0.88117313;0.51251596;16019942;-72599998;-43379997;-21119999;Downstairs
19517958;1920469;-0.6417139;0.08399397;17098118;-68399997;-43.2;-21.3;Downstairs
1801972;33778462;0.036651913;-0.48197266;13891076;-6.6;-42899998;-21.66;Downstairs
1333432;36774938;0.269697;-10302242;0.64476824;-6.12;-42.54;-22.02;Downstairs
1134575;37455957;-0.108123146;-12049317;-0.24678956;-58799996;-42.42;-22.26;Downstairs
980665;33506055;-0.14660765;-0.61086524;-0.552833;-5.7;-42.18;-22.5;Downstairs
7572913;22064962;-0.03359759;0.03756821;-0.5290093;-5.52;-41879997;-22.68;Downstairs
7327747;15799603;0.10293079;-0.010079277;-0.43493605;-5.46;-41.64;-22.74;Downstairs
71234417;-0.027240695;0.099571034;-0.29749137;-0.47616947;-5.52;-41.46;-22.8;Downstairs
57886477;0.38136974;-0.027488936;-0.44409904;-0.46914452;-5.64;-41.52;-22.5;Downstairs
4276789;10896279;-0.094989546;-0.3811799;-0.3555236;-57599998;-41399998;-22.32;Downstairs
4276789;10896279;-0.12186762;0.1459968;-0.31887165;-57599998;-41399998;-22.32;Downstairs
4944186;2233737;-0.07513642;0.643852;-0.29718593;-57599998;-41.34;-22.14;Downstairs
16902851;0.8036005;0.024129177;0.9477574;-0.23548855;-58199997;-41.16;-21.96;Downstairs
1920469;12258313;0.36193767;2062892;0.45753807;-58799996;-41.1;-21.72;Downstairs
19517958;5992953;12852604;2701246;0.2843578;-5.58;-40.98;-21119999;Downstairs
18659876;3091819;13726143;1509448;0.31948254;-5.4;-41.1;-20.88;Downstairs
13715691;18387469;0.42913285;0.37232238;-0.01282817;-4.98;-41.04;-20.52;Downstairs
9820271;16889231;-0.12705997;-0.7293731;-0.44409904;-4.5;-41219997;-20.22;Downstairs
74911914;0.88532263;-0.20097467;-0.8555168;-0.4746423;-4.02;-41.28;-19.74;Downstairs
61563973;0.3405087;-0.14721853;-0.43310347;-0.3662137;-3.54;-41219997;-19.56;Downstairs
62926006;0.667397;0.19150625;-0.01282817;-0.22327125;-26399999;-41219997;-18.66;Downstairs
6701211;0.980665;0.13622294;-0.011911872;-0.20861048;-21599998;-41.34;-18539999;Downstairs
67148314;14709976;-0.012522738;0.081855945;-0.17989981;-1.62;-41.46;-18359999;Downstairs
6510526;22745981;-0.1518;0.42332962;-0.11178834;-13199999;-41399998;-18.3;Downstairs
5938472;27240696;-0.24007004;1006095;-0.05589417;-0.9;-41.46;-18.18;Downstairs
64832854;21247742;-0.25686884;16615535;-0.018936822;-0.06;-41579998;-17.76;Downstairs
7763598;0.9670447;-0.27488935;2219579;0.1301143;0.78;-41579998;-17.4;Downstairs
8648921;0.6401563;-0.3930918;28460212;0.47800204;13199999;-41.7;-17.22;Downstairs
9561484;0.3949901;-0.37598756;30723467;0.75991637;1.86;-41.76;-17.16;Downstairs
13565866;-12122109;-0.34330627;3044247;10125091;28799999;-42;-16.92;Downstairs
17543009;-31871614;-0.528093;30381384;12366967;3.84;-42059998;-16.98;Downstairs
14669114;-16616824;-0.60048056;28359418;0.84238315;4.68;-42;-17.22;Downstairs
12190211;0.013620348;-0.33658674;20900755;0.3051272;5.64;-41.64;-16.92;Downstairs
11481953;-0.6810174;-0.37904188;16242907;-0.064446285;6.6;-41.7;-16.92;Downstairs
11699879;-27104492;-0.6951646;16334536;-0.20922135;7.56;-41.46;-16859999;Downstairs
11604536;-273769;-10180069;21233675;0.064751714;78599997;-41.52;-16.92;Downstairs
11304889;-12803127;-0.7611381;2436436;0.50579643;8.58;-41579998;-17.22;Downstairs
10623871;-0.27240697;-0.37782016;18228219;0.49968776;9.12;-41219997;-17.34;Downstairs
9615966;0.16344418;-0.1704314;11163563;0.43676865;9599999;-41.1;-17.52;Downstairs
8512717;-0.12258313;-0.183565;0.7012733;0.47983465;10.44;-41.04;-17.34;Downstairs
67284517;-0.61291564;-0.2574797;0.7635816;0.5830709;10679999;-41.28;-17279999;Downstairs
57886477;-0.667397;-0.24465153;10067059;0.6575964;10.98;-41.28;-17.46;Downstairs
56660647;-0.6946377;-0.16615535;11157454;0.5925393;11.16;-41.28;-17.46;Downstairs
5843129;-0.89894295;-0.11911872;11071932;0.45051312;11.4;-41.46;-17.46;Downstairs
6374323;-11168685;-0.09712757;0.9459248;0.32895094;11639999;-41.28;-17279999;Downstairs
6510526;-10623871;-0.08277224;0.46395215;0.2415972;11639999;-41.46;-17.1;Downstairs
60882955;-0.7627395;-0.06566802;0.19853121;0.1994475;11639999;-41579998;-17039999;Downstairs
587037;-0.61291564;-0.02687807;0.02107485;0.1704314;11.46;-41.82;-16619999;Downstairs
5938472;-0.5720546;0.025350908;-0.024740042;0.15882497;11.28;-41879997;-16619999;Downstairs
67284517;-0.12258313;0.08093964;0.004276057;0.12095132;10.98;-41.76;-16.68;Downstairs
8430995;0.313268;0.12644911;-0.0720821;0.030543262;10.86;-41.94;-16.32;Downstairs
9125633;0.5992953;0.16432275;-0.33567044;-0.10903945;10.8;-41.94;-16199999;Downstairs
9561484;10896279;0.19425514;-0.70432764;-0.31245756;10.38;-41.76;-16.08;Downstairs
980665;0.9670447;0.26389378;-0.9642508;-0.46822822;100199995;-41879997;-15719999;Downstairs
9670447;0.7763598;0.32589662;-0.87598073;-0.5036584;9719999;-41879997;-15.42;Downstairs
9180115;0.5720546;0.37782016;-0.58276546;-0.473726;9599999;-42;-15.42;Downstairs
75456724;0.7082581;0.43493605;-0.30604348;-0.48899764;9.24;-41.94;-15.12;Downstairs
667397;0.7491191;0.43371433;-0.13805555;-0.6047566;9.12;-42.12;-15.12;Downstairs
4195067;12258313;0.35063666;0.029932396;-0.7504479;9.12;-42059998;-14.82;Downstairs
27649305;22473574;0.22449298;0.18448131;-0.91232723;9059999;-42239998;-14.4;Downstairs
36774938;27649305;0.1591304;0.24098633;-10216721;9179999;-42.12;-14.4;Downstairs
13484144;22609777;0.19150625;0.3390302;-0.9434814;9.24;-42.3;-13.98;Downstairs
18060581;0.3949901;0.37751472;0.60903263;-0.3173445;9.42;-42.36;-13.74;Downstairs
19477097;3214402;0.16249016;146852;0.36010507;9.54;-42059998;-13559999;Downstairs
18237646;29283748;13203852;21142046;0.11301007;9.84;-41.82;-130199995;Downstairs
16753027;11713499;0.79717916;17650951;0.11789699;9.84;-41.64;-12719999;Downstairs
12326415;0.3949901;-0.10995574;0.84849185;0.14446963;100199995;-41.46;-12179999;Downstairs
11659018;0.54481393;-0.37812558;-0.5363397;0.0421497;10.26;-41.1;-11639999;Downstairs
11795221;0.46309182;-0.5174029;-13261884;-0.2874121;10.44;-41219997;-11.46;Downstairs
11100583;10351465;-0.39584067;-13243558;-0.5354234;10.62;-40.98;-11.16;Downstairs
8362893;15799603;-0.12003502;-0.6563747;-0.54641896;10.74;-41.04;-11.04;Downstairs
4739881;1484618;0.19425514;0.23915374;-0.4822781;10.86;-41.04;-11.16;Downstairs
33097446;11849703;0.37323865;11258247;-0.50976706;11.04;-41.04;-11.16;Downstairs
0.313268;0.9942854;0.14966199;13979651;-0.65179324;11.4;-41.04;-11.28;Downstairs
-156634;13075534;-0.23976462;14162911;-0.6612616;11.94;-40.92;-11.46;Downstairs
-2506144;11985906;-0.6197228;14242324;-0.39736784;12.24;-40.8;-11.4;Downstairs
-22473574;0.095342435;-0.72204274;13735305;-0.0852157;12.84;-40379997;-11759999;Downstairs
0.21792556;-1293933;-0.5326745;11597277;0.082161374;13259999;-39899998;-12;Downstairs
6605869;-4372132;-0.33414328;0.70707655;0.19394971;13799999;-39.6;-12.36;Downstairs
1020164;-55434813;-0.2275473;0.42119157;0.46853364;14099999;-39.42;-12.42;Downstairs
1799248;-51621118;-0.1863139;0.6969972;0.98837996;14.34;-39.18;-12.36;Downstairs
19381754;-4099725;0.23487769;0.56413406;15057828;14.58;-38879997;-12719999;Downstairs
16031149;-18659877;0.09773844;-0.108123146;15919148;14.46;-38.7;-12.96;Downstairs
11005241;14709976;-0.001832596;-16096299;1235475;13.98;-38.7;-13139999;Downstairs
8567199;10896279;-0.24281894;-26548204;0.74464476;13.62;-38.76;-13.32;Downstairs
54617596;0.58567494;-0.5876524;-25057693;0.49388456;12.9;-38879997;-13799999;Downstairs
32416427;0.92618364;-0.45937067;-19294178;0.3359759;11759999;-39059998;-14099999;Downstairs
23563201;21247742;-0.089186326;-13261884;0.055283304;10.5;-39239998;-14.58;Downstairs
313268;24516625;0.109650314;-0.49388456;-0.21868975;9.96;-39.36;-14.94;Downstairs
980665;22064962;0.1591304;0.1966986;-0.33169982;8.76;-39.54;-15.36;Downstairs
19122969;0.8580819;0.3735441;12415836;0.37415496;8.04;-39719997;-15.66;Downstairs
19477097;5271075;0.33353242;14178182;0.23823744;7.56;-39899998;-15.78;Downstairs
19517958;8267551;1072374;17284433;0.015577064;7.02;-40.26;-15.9;Downstairs
16194593;46036777;10473285;19507982;-0.13958271;6.96;-40.32;-15.9;Downstairs
9289077;-0.6946377;0.3304781;13426818;-0.5717699;68399997;-40739998;-15839999;Downstairs
7096201;-0.6810174;0.0983493;0.9981538;-0.8897252;68999996;-40.8;-16.02;Downstairs
4508335;0.42223078;0.04642576;12116512;-0.90010995;73799996;-41.1;-15.78;Downstairs
30237172;0.4903325;0.06078109;14257594;-0.5717699;7.68;-41.1;-15719999;Downstairs
-0.040861044;0.7763598;0.06078109;15876387;-0.2782491;8.34;-41.16;-15.48;Downstairs
-0.89894295;0.8308412;-0.06780604;19456058;-0.05222898;8.7;-41.34;-15.42;Downstairs
-18523673;0.667397;-0.26908615;21771238;0.15271631;8.94;-41.34;-15299999;Downstairs
-0.626536;-0.667397;-0.5876524;12980887;0.22021692;9719999;-41.34;-15059999;Downstairs
34187074;-23563201;-0.6908886;0.4990769;0.267559;10.44;-41.34;-14.82;Downstairs
16289936;-6605869;-0.45753807;-0.30909783;0.54458636;11.16;-41.52;-15.12;Downstairs
19122969;-9779409;-0.5112942;-0.71929383;0.9975429;11.28;-41399998;-15.24;Downstairs
19504337;-49578066;-10781772;-0.7800749;10732902;11.4;-41579998;-15.54;Downstairs
17924377;-27921712;-0.58123827;-15088371;12073752;11.34;-41.7;-15.96;Downstairs
12912089;-14709976;-0.5311473;-32720997;0.883922;11.34;-41.76;-16199999;Downstairs
8158588;0.313268;-0.7104363;-38835757;0.7452556;10559999;-41.76;-16859999;Downstairs
56660647;0.8580819;-0.7629707;-38344011;0.89949906;9.96;-41.7;-17.16;Downstairs
23426998;18251266;-0.9025534;-30980031;0.7330383;8.28;-41.76;-18;Downstairs
12258313;19885708;-0.93828905;-20002782;0.2733622;73799996;-41.7;-18.3;Downstairs
0.313268;21247742;-0.8723156;-0.9950995;0.13775012;53399997;-41.28;-19.5;Downstairs
36774938;18523673;-0.9618073;-0.18448131;0.2773328;3.24;-40.92;-20.4;Downstairs
6905516;17842655;-10900891;0.54244834;0.2761111;2.22;-40739998;-20.88;Downstairs
18932283;27240696;-0.8063421;0.97219205;0.5366451;0.42;-40079998;-21.9;Downstairs
17611109;8825985;-0.28710666;0.38789943;0.49754974;-13199999;-39.54;-22859999;Downstairs
15745122;8717023;11010846;20027218;-0.10720685;-19799999;-39239998;-23.4;Downstairs
1018802;13075534;13793337;35411859;0.4746423;-2.7;-38.94;-24119999;Downstairs
8185829;-0.84446156;0.8720101;4108069;0.42913285;-29399998;-38.82;-24539999;Downstairs
3990762;-39635212;0.5503896;3590055;0.105068825;-2.76;-38.46;-25.14;Downstairs
0.38136974;-20566726;0.34483343;22379048;-0.37995818;-2.22;-38.7;-25.68;Downstairs
-0.42223078;-0.89894295;0.14355333;10051788;-0.6010914;-1.8;-38.64;-25.98;Downstairs
-18387469;15935807;-0.0580322;0.74097955;-0.09010262;-0.84;-38.46;-26.34;Downstairs
-0.87170225;19340894;0.025045475;13845261;0.58276546;0.24;-38.52;-26699999;Downstairs
0.23154591;17025435;0.058948494;2264172;11047498;0.84;-38.64;-26519999;Downstairs
2506144;0.54481393;-0.19547687;2270586;10790935;19799999;-38879997;-26.64;Downstairs
5407278;-0.626536;-0.40194935;20567832;0.8042041;26399999;-39;-26.64;Downstairs
16126492;-23290794;-0.6249151;1817935;0.54305923;3.54;-38879997;-26.82;Downstairs
19408995;-35140498;-13961325;18515326;0.8585711;4.5;-38.64;-27119999;Downstairs
19504337;0.40861043;-17602082;0.72784597;0.8552113;48599997;-38.64;-27.24;Downstairs
17570248;23563201;-0.895223;-0.7498371;0.06047566;5.52;-37.92;-27.66;Downstairs
13266219;25742457;-0.31490102;-0.9419542;-0.9691377;6;-37.44;-28.14;Downstairs
11890564;0.89894295;-0.28527406;-0.37690386;-11954633;6.6;-36899998;-28.68;Downstairs
8322033;18523673;-0.22785273;-0.14813483;-0.7467828;67799997;-36.66;-28.74;Downstairs
6306221;36911142;-0.15332718;0.13408493;-0.41905355;6.96;-36.3;-29279999;Downstairs
53119354;3800077;-0.13041973;-0.52870387;-0.45723262;7.08;-36.12;-29519999;Downstairs
6306221;25606253;-0.539394;-11172725;-0.76052725;72599998;-35.52;-30.24;Downstairs
10651112;1920469;-0.591623;-0.034513887;-1047023;73799996;-35.16;-30.66;Downstairs
18864182;3214402;-0.3830125;13787229;-0.9425651;7.56;-34.62;-31.5;Downstairs
